Crypto,Date,Open,High,Low,Close
BTC,12/31/19,7254,7309,7132,7171
BTC,12/30/19,7402,7430,7217,7254
BTC,12/29/19,7334,7529,7295,7402
BTC,12/28/19,7235,7359,7235,7334
BTC,12/27/19,7208,7267,7087,7235
BTC,12/26/19,7218,7437,7179,7208
BTC,12/25/19,7255,7268,7130,7214
BTC,12/24/19,7328,7417,7168,7255
BTC,12/23/19,7420,7696,7302,7328
BTC,12/22/19,7145,7463,7138,7420
BTC,12/21/19,7209,7215,7128,7147
BTC,12/20/19,7169,7225,7094,7209
BTC,12/19/19,7144,7447,7065,7170
BTC,12/18/19,6633,7222,6459,7143
BTC,12/17/19,6892,6944,6602,6632
BTC,12/16/19,7133,7152,6856,6892
BTC,12/15/19,7092,7177,7027,7133
BTC,12/14/19,7252,7274,7022,7092
BTC,12/13/19,7212,7300,7195,7252
BTC,12/12/2019,7204,7299,7103,7212
BTC,12/11/2019,7234,7276,7151,7202
BTC,12/10/2019,7371,7396,7191,7234
BTC,12/09/2019,7564,7665,7304,7375
BTC,12/08/2019,7510,7585,7409,7564
BTC,12/07/2019,7484,7617,7484,7510
BTC,12/06/2019,7390,7619,7335,7484
BTC,12/05/2019,7194,7485,7177,7390
BTC,12/04/2019,7342,7740,7111,7194
BTC,12/03/2019,7331,7420,7260,7342
BTC,12/02/2019,7393,7464,7193,7331
BTC,12/01/2019,7560,7581,7257,7393
BTC,11/30/19,7721,7812,7486,7559
BTC,11/29/19,7578,7854,7393,7725
BTC,11/28/19,7558,7661,7436,7578
BTC,11/27/19,7124,7661,6872,7559
BTC,11/26/19,7236,7348,7054,7129
BTC,11/25/19,7066,7372,6559,7236
BTC,11/24/19,7295,7352,6958,7066
BTC,11/23/19,7345,7360,7118,7295
BTC,11/22/19,7617,7722,6816,7345
BTC,11/21/19,8102,8127,7447,7617
BTC,11/20/19,8124,8219,8051,8099
BTC,11/19/19,8231,8233,8030,8124
BTC,11/18/19,8565,8565,8083,8231
BTC,11/17/19,8494,8629,8409,8566
BTC,11/16/19,8461,8533,8437,8494
BTC,11/15/19,8660,8773,8407,8462
BTC,11/14/19,8768,8794,8578,8660
BTC,11/13/19,8772,8833,8716,8766
BTC,11/12/2019,8744,8852,8579,8772
BTC,11/11/2019,9052,9105,8618,8744
BTC,11/10/2019,8805,9127,8756,9052
BTC,11/09/2019,8867,8878,8733,8803
BTC,11/08/2019,9211,9248,8687,8867
BTC,11/07/2019,9318,9374,9108,9211
BTC,11/06/2019,9360,9446,9268,9318
BTC,11/05/2019,9447,9486,9200,9359
BTC,11/04/2019,9161,9540,9136,9447
BTC,11/03/2019,9322,9385,9088,9168
BTC,11/02/2019,9223,9398,9214,9322
BTC,11/01/2019,9180,9298,9072,9222
BTC,10/31/19,9192,9412,8976,9180
BTC,10/30/19,9453,9472,9033,9193
BTC,10/29/19,9461,9549,9111,9453
BTC,10/28/19,9611,9928,9285,9467
BTC,10/27/19,9132,9799,9103,9611
BTC,10/26/19,8578,10412,8578,9143
BTC,10/25/19,7464,8746,7417,8589
BTC,10/24/19,7496,7515,7369,7464
BTC,10/23/19,8137,8137,7338,7499
BTC,10/22/19,8211,8310,8100,8137
BTC,10/21/19,8238,8317,8169,8211
BTC,10/20/19,7960,8311,7906,8245
BTC,10/19/19,7955,8087,7902,7952
BTC,10/18/19,8054,8124,7849,7957
BTC,10/17/19,7995,8126,7947,8054
BTC,10/16/19,8157,8184,7929,7994
BTC,10/15/19,8349,8406,8133,8157
BTC,10/14/19,8265,8400,8232,8349
BTC,10/13/19,8352,8470,8174,8265
BTC,10/12/2019,8346,8407,8257,8350
BTC,10/11/2019,8583,8791,8297,8346
BTC,10/10/2019,8599,8665,8475,8582
BTC,10/09/2019,8137,8692,8130,8599
BTC,10/08/2019,8224,8345,8120,8138
BTC,10/07/2019,7911,8311,7790,8217
BTC,10/06/2019,8110,8199,7797,7911
BTC,10/05/2019,8177,8228,8031,8109
BTC,10/04/2019,8157,8293,8063,8177
BTC,10/03/2019,8245,8423,8100,8156
BTC,10/02/2019,8382,8423,8182,8245
BTC,10/01/2019,8246,8528,8202,8392
BTC,9/30/19,8022,8362,7741,8246
BTC,9/29/19,8182,8338,7940,8023
BTC,9/28/19,8074,8279,8041,8182
BTC,9/27/19,8104,8143,7887,8074
BTC,9/26/19,8524,8657,7785,8104
BTC,9/25/19,8589,8798,8252,8528
BTC,9/24/19,9791,9802,8064,8589
BTC,9/23/19,10016,10082,9725,9793
BTC,9/22/19,9972,10084,9864,10016
BTC,9/21/19,10145,10189,9965,9972
BTC,9/20/19,10267,10317,10099,10145
BTC,9/19/19,10202,10372,9710,10267
BTC,9/18/19,10260,10269,10105,10202
BTC,9/17/19,10223,10354,10149,10271
BTC,9/16/19,10284,10380,10108,10212
BTC,9/15/19,10425,10445,10276,10284
BTC,9/14/19,10268,10428,10260,10425
BTC,9/13/19,10337,10470,10173,10268
BTC,09/12/2019,10108,10375,10054,10335
BTC,09/11/2019,10059,10224,9869,10106
BTC,09/10/2019,10239,10388,9945,10059
BTC,09/09/2019,10370,10536,10101,10239
BTC,09/08/2019,10522,10593,10301,10366
BTC,09/07/2019,10358,10564,10299,10522
BTC,09/06/2019,10520,10933,10232,10357
BTC,09/05/2019,10629,10696,10483,10523
BTC,09/04/2019,10714,10825,10401,10631
BTC,09/03/2019,10407,10768,10297,10713
BTC,09/02/2019,9644,10460,9644,10407
BTC,09/01/2019,9505,9689,9480,9641
BTC,8/31/19,9635,9656,9466,9505
BTC,8/30/19,9530,9687,9370,9638
BTC,8/29/19,9672,9752,9345,9530
BTC,8/28/19,10144,10281,9599,9673
BTC,8/27/19,10270,10400,10033,10144
BTC,8/26/19,10001,10645,9936,10268
BTC,8/25/19,10105,10329,9972,10003
BTC,8/24/19,10365,10454,9913,10105
BTC,8/23/19,10186,10460,10064,10357
BTC,8/22/19,10156,10230,9779,10186
BTC,8/21/19,10707,10849,9891,10162
BTC,8/20/19,10685,10957,10582,10707
BTC,8/19/19,10370,10836,10276,10677
BTC,8/18/19,10080,10511,10079,10370
BTC,8/17/19,10398,10487,10027,10074
BTC,8/16/19,10380,10549,9775,10398
BTC,8/15/19,10177,10398,9517,10374
BTC,8/14/19,10889,10901,10070,10177
BTC,8/13/19,11428,11442,10778,10898
BTC,08/12/2019,11418,11563,11275,11428
BTC,08/11/2019,11321,11468,11119,11411
BTC,08/11/2019,11878,11977,11239,11321
BTC,08/09/2019,11616,12072,11615,11879
BTC,08/08/2019,11868,12040,11518,11616
BTC,08/07/2019,11650,12127,11230,11866
BTC,08/06/2019,11725,12307,11583,11650
BTC,08/06/2019,10943,11944,10819,11722
BTC,08/04/2019,10888,11031,10590,10943
BTC,08/03/2019,10403,10916,10368,10881
BTC,08/02/2019,10414,10662,10339,10393
BTC,08/01/2019,10029,10478,9897,10414
BTC,7/31/19,9533,10091,9530,10033
BTC,7/30/19,9516,9726,9390,9533
BTC,7/29/19,9512,9705,9124,9517
BTC,7/28/19,9444,9556,9334,9512
BTC,7/27/19,9832,10183,9330,9449
BTC,7/26/19,9875,9940,9668,9839
BTC,7/25/19,9676,10183,9667,9873
BTC,7/24/19,10145,10145,9550,9685
BTC,7/23/19,10323,10382,9884,10163
BTC,7/22/19,10504,10664,10076,10323
BTC,7/21/19,10933,11082,10335,10509
BTC,7/20/19,10519,10989,10411,10929
BTC,7/19/19,10613,10766,10166,10509
BTC,7/18/19,9692,10733,9300,10609
BTC,7/17/19,9591,9964,9083,9692
BTC,7/16/19,10805,11051,9514,9597
BTC,7/15/19,10639,10937,9906,10805
BTC,7/14/19,10908,11437,10322,10647
BTC,7/13/19,11901,11919,10856,10908
BTC,07/12/2019,11162,11908,11080,11888
BTC,07/11/2019,11777,12185,10999,11162
BTC,07/10/2019,12388,13181,11689,11805
BTC,07/09/2019,12212,12815,12125,12388
BTC,07/08/2019,11513,12280,11353,12212
BTC,07/07/2019,11472,11616,11068,11513
BTC,07/06/2019,11046,11715,10850,11478
BTC,07/05/2019,11722,11747,10801,11046
BTC,07/04/2019,11380,12057,11315,11732
BTC,07/03/2019,10730,11570,10638,11380
BTC,07/02/2019,10479,10927,9682,10775
BTC,07/01/2019,11413,11425,10018,10495
BTC,6/30/19,12162,12208,10861,11413
BTC,6/29/19,12205,12426,11386,12162
BTC,6/28/19,10680,12382,10500,12216
BTC,6/27/19,12740,13297,10333,10680
BTC,6/26/19,11380,13814,11372,12796
BTC,6/25/19,10878,11482,10868,11380
BTC,6/24/19,11063,11283,10565,10878
BTC,6/23/19,10642,11122,10401,11081
BTC,6/22/19,9938,11195,9871,10646
BTC,6/21/19,9566,9941,9491,9941
BTC,6/20/19,9174,9604,9150,9566
BTC,6/19/19,9132,9214,8962,9174
BTC,6/18/19,9283,9463,8949,9135
BTC,6/17/19,8944,9403,8937,9287
BTC,6/16/19,8800,9386,8780,8942
BTC,6/15/19,8449,8889,8449,8800
BTC,6/14/19,8263,8461,8184,8449
BTC,6/13/19,8119,8287,8076,8267
BTC,06/12/2019,7924,8256,7829,8113
BTC,06/11/2019,7945,8052,7735,7924
BTC,06/10/2019,7721,8059,7515,7945
BTC,06/09/2019,7875,7966,7620,7721
BTC,06/08/2019,7897,8064,7806,7875
BTC,06/07/2019,7692,8124,7688,7920
BTC,06/06/2019,7747,7870,7478,7692
BTC,06/05/2019,7663,7914,7470,7747
BTC,06/04/2019,8549,8553,7557,7663
BTC,06/03/2019,8687,8751,8340,8550
BTC,06/02/2019,8542,8822,8530,8681
BTC,06/01/2019,8501,8621,8458,8539
BTC,5/31/19,8455,8508,8047,8501
BTC,5/30/19,8655,9090,8413,8455
BTC,5/29/19,8701,8767,8468,8656
BTC,5/28/19,8756,8849,8579,8701
BTC,5/27/19,8622,8938,8552,8752
BTC,5/26/19,8035,8762,7891,8622
BTC,5/25/19,8110,8147,7950,8035
BTC,5/24/19,7869,8170,7800,8106
BTC,5/23/19,7834,7864,7496,7854
BTC,5/22/19,8076,8102,7712,7834
BTC,5/21/19,7984,8110,7823,8076
BTC,5/20/19,8025,8283,7591,7984
BTC,5/19/19,7294,8129,7247,8023
BTC,5/18/19,7129,7491,7129,7293
BTC,5/17/19,7749,7948,6689,7131
BTC,5/16/19,8152,8354,7747,7749
BTC,5/15/19,7722,8243,7639,8152
BTC,5/14/19,7844,8278,7638,7709
BTC,5/13/19,7162,7919,6877,7832
BTC,05/12/2019,7185,7535,6805,7163
BTC,05/11/2019,6132,6455,6131,6325
BTC,05/10/2019,6132,6455,6131,6325
BTC,05/09/2019,5989,6170,5964,6131
BTC,05/08/2019,5959,6015,5788,5989
BTC,05/07/2019,5809,6065,5793,5965
BTC,05/06/2019,5860,5880,5684,5809
BTC,05/05/2019,5798,5932,5749,5860
BTC,05/04/2019,5810,5925,5643,5786
BTC,05/03/2019,5520,5909,5483,5809
BTC,05/02/2019,5409,5539,5394,5520
BTC,05/01/2019,5351,5444,5351,5410
BTC,4/30/19,5240,5389,5209,5351
BTC,4/29/19,5237,5295,5182,5240
BTC,4/28/19,5281,5320,5226,5238
BTC,4/27/19,5189,5294,5188,5280
BTC,4/26/19,5508,5512,5034,5189
BTC,4/25/19,5449,5525,5384,5508
BTC,4/24/19,5587,5632,5390,5449
BTC,4/23/19,5381,5622,5372,5587
BTC,4/22/19,5253,5437,5247,5381
BTC,4/21/19,5326,5349,5238,5253
BTC,4/20/19,5276,5370,5263,5326
BTC,4/19/19,5314,5356,5211,5276
BTC,4/18/19,5234,5320,5219,5314
BTC,4/17/19,5197,5274,5191,5235
BTC,4/16/19,5031,5232,5016,5195
BTC,4/15/19,5102,5198,4965,5031
BTC,4/14/19,5094,5120,5037,5102
BTC,4/13/19,5053,5129,5053,5094
BTC,04/12/2019,5059,5115,4933,5052
BTC,04/11/2019,5306,5343,4987,5058
BTC,04/10/2019,5232,5466,5176,5306
BTC,04/09/2019,5267,5316,5158,5232
BTC,04/08/2019,5163,5341,5144,5265
BTC,04/07/2019,5092,5192,4935,5163
BTC,04/06/2019,5020,5248,4993,5089
BTC,04/05/2019,4863,5080,4857,5020
BTC,04/04/2019,5290,5331,4801,4863
BTC,04/03/2019,4816,5308,4805,5290
BTC,04/02/2019,4148,5062,4147,4815
BTC,04/01/2019,4119,4171,4080,4148
BTC,3/31/19,4105,4128,4103,4119
BTC,3/30/19,4103,4156,4078,4105
BTC,3/29/19,4037,4129,4034,4103
BTC,3/28/19,4033,4060,4019,4037
BTC,3/27/19,3936,4054,3933,4033
BTC,3/26/19,3910,3945,3902,3937
BTC,3/25/19,3981,4001,3889,3908
BTC,3/24/19,3997,4011,3969,3981
BTC,3/23/19,4000,4025,3985,3997
BTC,3/22/19,3997,4020,3987,4000
BTC,3/21/19,4044,4084,3956,3997
BTC,3/20/19,4027,4049,4004,4044
BTC,3/19/19,4006,4046,3986,4027
BTC,3/18/19,4010,4049,3972,4006
BTC,3/17/19,4013,4024,3972,4010
BTC,3/16/19,3933,4073,3921,4012
BTC,3/15/19,3884,3941,3881,3934
BTC,3/14/19,3885,3925,3823,3884
BTC,3/13/19,3898,3905,3861,3885
BTC,03/12/2019,3879,3911,3832,3898
BTC,03/11/2019,3931,3944,3854,3880
BTC,03/10/2019,3925,3952,3904,3931
BTC,03/09/2019,3903,3978,3806,3925
BTC,03/08/2019,3907,3944,3884,3909
BTC,03/07/2019,3879,3923,3869,3906
BTC,03/06/2019,3868,3907,3844,3878
BTC,03/05/2019,3733,3901,3716,3869
BTC,03/04/2019,3824,3839,3705,3733
BTC,03/03/2019,3843,3854,3810,3824
BTC,03/02/2019,3866,3870,3804,3843
BTC,03/01/2019,3836,3878,3819,3866
BTC,2/28/19,3781,3916,3775,3836
BTC,2/27/19,3825,3860,3704,3781
BTC,2/26/19,3844,3866,3799,3825
BTC,2/25/19,3819,3894,3763,3844
BTC,2/24/19,4142,4217,3757,3818
BTC,2/23/19,3979,4184,3949,4142
BTC,2/22/19,3935,3995,3922,3979
BTC,2/21/19,3951,4027,3908,3935
BTC,2/20/19,3920,3992,3900,3952
BTC,2/19/19,3889,4006,3870,3918
BTC,2/18/19,3623,3939,3620,3890
BTC,2/17/19,3631,3697,3596,3628
BTC,2/16/19,3599,3647,3596,3631
BTC,2/15/19,3604,3644,3582,3599
BTC,2/14/19,3601,3618,3581,3604
BTC,2/13/19,3612,3663,3592,3601
BTC,02/12/2019,3623,3649,3582,3611
BTC,02/11/2019,3635,3685,3615,3623
BTC,02/10/2019,3653,3663,3613,3635
BTC,02/09/2019,3628,3671,3622,3653
BTC,02/08/2019,3384,3738,3374,3630
BTC,02/07/2019,3394,3406,3380,3384
BTC,02/06/2019,3450,3464,3371,3394
BTC,02/05/2019,3445,3458,3424,3450
BTC,02/04/2019,3422,3461,3418,3445
BTC,02/03/2019,3462,3509,3414,3421
BTC,02/02/2019,3481,3485,3444,3462
BTC,02/01/2019,3445,3484,3407,3481
BTC,1/31/19,3463,3498,3427,3445
BTC,1/30/19,3428,3488,3400,3463
BTC,1/29/19,3442,3465,3371,3429
BTC,1/28/19,3563,3563,3402,3442
BTC,1/27/19,3583,3591,3515,3563
BTC,1/26/19,3580,3669,3572,3583
BTC,1/25/19,3596,3606,3553,3580
BTC,1/24/19,3565,3617,3549,3596
BTC,1/23/19,3594,3627,3547,3565
BTC,1/22/19,3537,3625,3447,3595
BTC,1/21/19,3555,3570,3526,3537
BTC,1/20/19,3728,3731,3506,3555
BTC,1/19/19,3634,3784,3629,3727
BTC,1/18/19,3650,3673,3605,3634
BTC,1/17/19,3623,3667,3579,3650
BTC,1/16/19,3593,3688,3593,3623
BTC,1/15/19,3693,3714,3582,3593
BTC,1/14/19,3545,3732,3526,3693
BTC,1/13/19,3656,3675,3516,3545
BTC,01/12/2019,3674,3676,3608,3655
BTC,01/11/2019,3665,3718,3624,3674
BTC,01/10/2019,4029,4067,3616,3665
BTC,01/09/2019,4034,4077,4000,4029
BTC,01/08/2019,4041,4136,4004,4034
BTC,01/07/2019,4072,4110,3997,4040
BTC,01/06/2019,3880,4072,3810,4072
BTC,01/05/2019,3878,3912,3859,3880
BTC,01/04/2019,3840,3895,3774,3878
BTC,01/03/2019,3937,3964,3813,3841
BTC,01/02/2019,3767,3943,3757,3931
BTC,01/01/2019,3722,3788,3697,3769
BTC,12/31/18,3859,3888,3697,3721
BTC,12/30/18,3963,3971,3744,3859
BTC,12/29/18,3938,3981,3864,3963
BTC,12/28/18,3626,3994,3610,3939
BTC,12/27/18,3812,3877,3613,3631
BTC,12/26/18,3827,3899,3728,3809
BTC,12/25/18,4100,4111,3728,3827
BTC,12/24/18,3993,4284,3953,4100
BTC,12/23/18,3932,4103,3885,3999
BTC,12/22/18,3893,3979,3835,3933
BTC,12/21/18,4036,4190,3822,3893
BTC,12/20/18,3704,4210,3704,4036
BTC,12/19/18,3575,3960,3563,3704
BTC,12/18/18,3536,3608,3475,3574
BTC,12/17/18,3240,3613,3220,3539
BTC,12/16/18,3236,3298,3213,3241
BTC,12/15/18,3188,3266,3156,3236
BTC,12/14/18,3285,3324,3168,3188
BTC,12/13/18,3476,3477,3261,3287
BTC,12/12/2018,3402,3521,3357,3476
BTC,12/11/2018,3441,3467,3330,3403
BTC,12/10/2018,3567,3624,3397,3441
BTC,12/09/2018,3304,3672,3285,3567
BTC,12/08/2018,3415,3503,3278,3298
BTC,12/07/2018,3628,3654,3236,3396
BTC,12/06/2018,3748,3863,3590,3628
BTC,12/05/2018,3923,3942,3698,3748
BTC,12/04/2018,3892,4062,3775,3923
BTC,12/03/2018,4174,4180,3778,3892
BTC,12/02/2018,4196,4286,4056,4179
BTC,12/01/2018,3942,4274,3911,4196
BTC,11/30/18,4207,4311,3893,3947
BTC,11/29/18,4252,4414,4116,4207
BTC,11/28/18,3797,4370,3777,4252
BTC,11/27/18,3694,3820,3606,3802
BTC,11/26/18,4080,4122,3567,3678
BTC,11/25/18,3832,4130,3522,4088
BTC,11/24/18,4292,4404,3795,3832
BTC,11/23/18,4457,4472,4135,4292
BTC,11/22/18,4483,4617,4396,4458
BTC,11/21/18,4385,4663,4249,4487
BTC,11/20/18,4820,4929,4127,4369
BTC,11/19/18,5571,5583,4733,4820
BTC,11/18/18,5517,5645,5505,5571
BTC,11/17/18,5484,5566,5455,5518
BTC,11/16/18,5513,5643,5477,5479
BTC,11/15/18,5630,5711,5263,5508
BTC,11/14/18,6330,6342,5406,5630
BTC,11/13/18,6339,6357,6293,6330
BTC,11/12/2018,6339,6407,6334,6339
BTC,11/11/2018,6385,6386,6301,6342
BTC,11/10/2018,6350,6395,6346,6385
BTC,11/09/2018,6440,6446,6332,6351
BTC,11/08/2018,6520,6529,6419,6440
BTC,11/07/2018,6438,6555,6438,6520
BTC,11/06/2018,6417,6467,6402,6438
BTC,11/05/2018,6431,6455,6389,6417
BTC,11/04/2018,6351,6473,6328,6431
BTC,11/03/2018,6371,6376,6322,6351
BTC,11/02/2018,6351,6396,6348,6371
BTC,11/01/2018,6319,6354,6311,6351
BTC,10/31/18,6282,6359,6216,6319
BTC,10/30/18,6265,6312,6257,6281
BTC,10/29/18,6414,6437,6244,6265
BTC,10/28/18,6425,6436,6402,6414
BTC,10/27/18,6437,6454,6412,6424
BTC,10/26/18,6436,6484,6416,6437
BTC,10/25/18,6462,6465,6414,6437
BTC,10/24/18,6434,6500,6429,6462
BTC,10/23/18,6454,6458,6404,6434
BTC,10/22/18,6483,6483,6416,6455
BTC,10/21/18,6448,6502,6443,6483
BTC,10/20/18,6417,6466,6404,6448
BTC,10/19/18,6446,6467,6409,6417
BTC,10/18/18,6509,6553,6428,6446
BTC,10/17/18,6521,6558,6477,6509
BTC,10/16/18,6469,6591,6452,6522
BTC,10/15/18,6251,6961,6189,6469
BTC,10/14/18,6221,6303,6221,6251
BTC,10/13/18,6241,6246,6203,6221
BTC,10/12/2018,6228,6264,6142,6241
BTC,10/11/2018,6559,6559,6126,6226
BTC,10/10/2018,6596,6614,6464,6559
BTC,10/09/2018,6640,6642,6567,6596
BTC,10/08/2018,6543,6672,6541,6640
BTC,10/07/2018,6563,6569,6506,6543
BTC,10/06/2018,6551,6654,6542,6562
BTC,10/05/2018,6556,6589,6525,6551
BTC,10/04/2018,6448,6595,6423,6556
BTC,10/03/2018,6532,6545,6410,6448
BTC,10/02/2018,6556,6600,6468,6532
BTC,10/01/2018,6564,6643,6501,6556
BTC,9/30/18,6581,6639,6528,6562
BTC,9/29/18,6646,6652,6467,6580
BTC,9/28/18,6696,6794,6536,6646
BTC,9/27/18,6501,6731,6432,6696
BTC,9/26/18,6387,6540,6373,6501
BTC,9/25/18,6625,6630,6334,6392
BTC,9/24/18,6677,6719,6576,6628
BTC,9/23/18,6717,6768,6664,6677
BTC,9/22/18,6717,6824,6631,6717
BTC,9/21/18,6378,6777,6362,6717
BTC,9/20/18,6425,6450,6352,6373
BTC,9/19/18,6318,6494,6117,6425
BTC,9/18/18,6219,6382,6216,6316
BTC,9/17/18,6501,6529,6211,6221
BTC,9/16/18,6532,6532,6383,6501
BTC,9/15/18,6537,6567,6353,6532
BTC,9/14/18,6467,6580,6415,6537
BTC,9/13/18,6308,6524,6298,6467
BTC,09/12/2018,6253,6332,6204,6308
BTC,09/11/2018,6302,6391,6190,6254
BTC,09/10/2018,6387,6390,6216,6300
BTC,09/09/2018,6173,6438,6157,6387
BTC,09/08/2018,6447,6466,6120,6173
BTC,09/07/2018,6444,6531,6330,6445
BTC,09/06/2018,6952,6981,6279,6444
BTC,09/05/2018,7363,7387,6866,6948
BTC,09/04/2018,7299,7404,7237,7363
BTC,09/03/2018,7282,7325,7198,7299
BTC,09/02/2018,7195,7328,7137,7282
BTC,09/01/2018,7043,7260,7003,7195
BTC,8/31/18,6913,7084,6899,7044
BTC,8/30/18,7039,7064,6801,6911
BTC,8/29/18,7082,7120,6922,7039
BTC,8/28/18,6721,7125,6715,7082
BTC,8/27/18,6678,6750,6658,6721
BTC,8/26/18,6719,6774,6579,6677
BTC,8/25/18,6612,6934,6611,6720
BTC,8/24/18,6419,6643,6419,6612
BTC,8/23/18,6334,6482,6257,6419
BTC,8/22/18,6452,6859,6317,6334
BTC,8/21/18,6454,6480,6239,6447
BTC,8/20/18,6519,6543,6393,6452
BTC,8/19/18,6359,6534,6317,6519
BTC,8/18/18,6476,6610,6310,6359
BTC,8/17/18,6256,6551,6234,6476
BTC,8/16/18,6377,6471,6223,6254
BTC,8/15/18,6081,6613,6073,6373
BTC,8/14/18,6277,6283,5900,6081
BTC,8/13/18,6339,6535,6165,6277
BTC,08/12/2018,6418,6465,6178,6339
BTC,08/11/2018,6191,6462,6009,6399
BTC,08/10/2018,6508,6622,6152,6186
BTC,08/09/2018,6316,6536,6204,6508
BTC,08/08/2018,6874,6879,6133,6316
BTC,08/07/2018,6920,7149,6845,6874
BTC,08/06/2018,7049,7146,6885,6920
BTC,08/05/2018,6982,7082,6894,7037
BTC,08/04/2018,7389,7485,6933,6982
BTC,08/03/2018,7556,7565,7290,7389
