Crypto,Date,Open,High,Low,Close
BTC,08/02/2018,7483,7701,7444,7556
BTC,08/01/2018,7693,7769,7469,7484
BTC,7/31/18,8152,8195,7672,7692
BTC,7/30/18,8192,8271,7860,8151
BTC,7/29/18,8169,8283,8124,8192
BTC,7/28/18,8228,8267,8074,8169
BTC,7/27/18,8138,8270,7799,8229
BTC,7/26/18,8181,8317,8113,8134
BTC,7/25/18,8227,8479,8062,8183
BTC,7/24/18,7703,8343,7694,8227
BTC,7/23/18,7520,7785,7344,7703
BTC,7/22/18,7416,7544,7351,7520
BTC,7/21/18,7351,7442,7217,7416
BTC,7/20/18,7421,7657,7273,7352
BTC,7/19/18,7336,7506,7285,7421
BTC,7/18/18,7311,7575,7245,7336
BTC,7/17/18,6663,7440,6647,7311
BTC,7/16/18,6374,6698,6332,6663
BTC,7/15/18,6273,6384,6234,6373
BTC,7/14/18,6186,6306,6184,6274
BTC,7/13/18,6173,6331,6088,6186
BTC,07/12/2018,6356,6382,6148,6173
BTC,07/11/2018,6388,6401,6289,6356
BTC,07/10/2018,6697,6792,6324,6388
BTC,07/09/2018,6747,6753,6673,6697
BTC,07/08/2018,6527,6811,6521,6749
BTC,07/07/2018,6569,6618,6514,6527
BTC,07/06/2018,6508,6623,6455,6569
BTC,07/05/2018,6687,6692,6454,6508
BTC,07/04/2018,6607,6784,6420,6687
BTC,07/03/2018,6620,6668,6538,6608
BTC,07/02/2018,6359,6665,6279,6620
BTC,07/01/2018,6350,6427,6262,6359
BTC,6/30/18,5897,6503,5897,6350
BTC,6/29/18,6043,6046,5800,5902
BTC,6/28/18,6127,6176,6033,6042
BTC,6/27/18,6183,6246,6007,6127
BTC,6/26/18,6250,6271,6137,6183
BTC,6/25/18,6188,6317,6086,6250
BTC,6/24/18,6135,6252,5785,6188
BTC,6/23/18,6073,6174,5938,6134
BTC,6/22/18,6718,6742,6022,6073
BTC,6/21/18,6750,6786,6685,6718
BTC,6/20/18,6696,6809,6562,6750
BTC,6/19/18,6727,6825,6675,6695
BTC,6/18/18,6490,6793,6388,6727
BTC,6/17/18,6525,6569,6449,6490
BTC,6/16/18,6498,6540,6334,6525
BTC,6/15/18,6656,6683,6452,6498
BTC,6/14/18,6259,6700,6241,6659
BTC,6/13/18,6529,6610,6133,6252
BTC,06/12/2018,6762,6899,6456,6529
BTC,06/11/2018,6719,6816,6652,6762
BTC,06/10/2018,7631,7631,6647,6719
BTC,06/09/2018,7646,7679,7576,7632
BTC,06/08/2018,7660,7694,7545,7646
BTC,06/07/2018,7622,7750,7616,7660
BTC,06/06/2018,7627,7670,7495,7622
BTC,06/05/2018,7524,7648,7373,7627
BTC,06/04/2018,7727,7755,7457,7524
BTC,06/03/2018,7616,7769,7598,7727
BTC,06/02/2018,7438,7683,7437,7616
BTC,06/01/2018,7539,7600,7355,7438
BTC,5/31/18,7338,7599,7324,7539
BTC,5/30/18,7499,7552,7286,7338
BTC,5/29/18,7218,7519,7054,7499
BTC,5/28/18,7313,7431,7177,7220
BTC,5/27/18,7526,7607,7227,7313
BTC,5/26/18,7448,7612,7363,7526
BTC,5/25/18,7549,7650,7345,7448
BTC,5/24/18,7588,7722,7273,7555
BTC,5/23/18,8106,8108,7443,7581
BTC,5/22/18,8409,8417,8093,8106
BTC,5/21/18,8554,8566,8325,8409
BTC,5/20/18,8266,8583,8172,8555
BTC,5/19/18,8227,8393,8154,8275
BTC,5/18/18,8206,8274,7931,8225
BTC,5/17/18,8294,8459,8133,8206
BTC,5/16/18,8524,8539,8110,8294
BTC,5/15/18,8816,8844,8435,8529
BTC,5/14/18,8715,8879,8296,8842
BTC,5/13/18,8436,8734,8343,8711
BTC,05/12/2018,8436,8643,8221,8436
BTC,05/11/2018,9094,9127,8389,8436
BTC,05/10/2018,9252,9383,9054,9094
BTC,05/09/2018,9158,9360,8976,9253
BTC,05/08/2018,9434,9455,9050,9158
BTC,05/07/2018,9518,9635,9189,9434
BTC,05/06/2018,9743,9910,9409,9540
BTC,05/05/2018,9689,9955,9676,9743
BTC,05/04/2018,9656,9791,9540,9689
BTC,05/03/2018,9181,9726,9162,9658
BTC,05/02/2018,9013,9182,8984,9168
BTC,05/01/2018,9275,9282,8842,9013
BTC,4/30/18,9293,9443,9125,9275
BTC,4/29/18,9365,9537,9183,9294
BTC,4/28/18,8976,9419,8874,9365
BTC,4/27/18,9108,9372,8964,8973
BTC,4/26/18,9074,9172,8661,9108
BTC,4/25/18,9451,9747,8734,9074
BTC,4/24/18,8932,9459,8914,9451
BTC,4/23/18,8894,8987,8762,8930
BTC,4/22/18,8773,9010,8754,8887
BTC,4/21/18,8522,9021,8512,8773
BTC,4/20/18,8234,8555,8221,8522
BTC,4/19/18,8188,8294,8105,8234
BTC,4/18/18,7915,8212,7867,8188
BTC,4/17/18,7990,8151,7834,7913
BTC,4/16/18,8287,8408,7909,7990
BTC,4/15/18,8072,8389,7967,8287
BTC,4/14/18,7902,8175,7813,8072
BTC,4/13/18,7730,8219,7711,7893
BTC,04/12/2018,6890,8055,6766,7727
BTC,04/11/2018,6840,6959,6787,6889
BTC,04/10/2018,6665,6860,6660,6840
BTC,04/09/2018,6953,7171,6617,6665
BTC,04/08/2018,7002,7095,6860,6956
BTC,04/07/2018,6603,7050,6538,7006
BTC,04/06/2018,6749,6850,6513,6602
BTC,04/05/2018,6847,6919,6584,6749
BTC,04/04/2018,7405,7438,6731,6847
BTC,04/03/2018,6979,7507,6978,7411
BTC,04/02/2018,6892,7108,6760,6920
BTC,04/01/2018,6926,7035,6443,6829
BTC,3/31/18,6912,7214,6760,6926
BTC,3/30/18,7069,7324,6594,6912
BTC,3/29/18,7871,8000,6916,6846
BTC,3/28/18,7998,8096,7745,7871
BTC,3/27/18,7885,8252,7751,7997
BTC,3/26/18,8622,8646,7863,7885
BTC,3/25/18,8679,8701,8381,8620
BTC,3/24/18,8655,9000,8633,8679
BTC,3/23/18,8613,8766,8296,8655
BTC,3/22/18,8920,9085,8495,8626
BTC,3/21/18,8994,9160,8613,8613
BTC,3/20/18,8381,9035,8324,8920
BTC,3/19/18,8271,8994,8068,8994
BTC,3/18/18,7950,8381,7336,8381
BTC,3/17/18,8502,8522,7756,7951
BTC,3/16/18,8303,8600,7924,8504
BTC,3/15/18,8019,8413,7677,8508
BTC,3/14/18,9101,9313,7955,8019
BTC,3/13/18,9104,9475,8861,8308
BTC,03/12/2018,9531,9885,8778,9104
BTC,03/11/2018,8838,9715,8475,9539
BTC,03/10/2018,9022,9505,8787,8838
BTC,03/09/2018,9341,9409,8371,9053
BTC,03/08/2018,9943,10109,9076,9341
BTC,03/07/2018,10788,10888,9468,9947
BTC,03/06/2018,11560,11603,10585,10793
BTC,03/05/2018,11400,11660,11335,11561
BTC,03/04/2018,11286,11475,11068,11397
BTC,03/03/2018,11016,11498,10952,11286
BTC,03/02/2018,10931,11166,10784,11034
BTC,03/01/2018,10532,11074,10222,10924
BTC,2/28/18,10745,11044,10384,10558
BTC,2/27/18,10366,10852,10147,10745
BTC,2/26/18,9588,10443,9386,10366
BTC,2/25/18,9499,9858,9305,9588
BTC,2/24/18,9916,10510,9381,9499
BTC,2/23/18,9912,10398,9593,9966
BTC,2/22/18,10291,10914,9731,9899
BTC,2/21/18,11712,11768,10244,10291
BTC,2/20/18,11079,11746,11056,11712
BTC,2/19/18,10772,11255,10314,11079
BTC,2/18/18,10845,11279,10156,10763
BTC,2/17/18,10084,10879,10053,10845
BTC,2/16/18,9883,10293,9719,10058
BTC,2/15/18,9289,10218,9251,9883
BTC,2/14/18,8553,9368,8483,9283
BTC,2/13/18,8830,8977,8370,8564
BTC,02/12/2018,8313,8903,8030,8830
BTC,02/11/2018,8269,8587,7845,8313
BTC,02/10/2018,8548,9071,8165,8269
BTC,02/09/2018,8174,8719,7755,8513
BTC,02/08/2018,8096,8621,7548,8208
BTC,02/07/2018,7755,8583,7208,8096
BTC,02/06/2018,7152,7957,5947,7755
BTC,02/05/2018,8085,8416,6584,7152
BTC,02/04/2018,9159,9363,7860,8095
BTC,02/03/2018,8588,9471,8176,9157
BTC,02/02/2018,9146,9164,7695,8524
BTC,02/01/2018,9999,10203,8564,9146
BTC,1/31/18,10125,10334,9628,9999
BTC,1/30/18,11224,11224,9810,10138
BTC,1/29/18,11762,11765,11008,11223
BTC,1/28/18,11554,11942,11317,11757
BTC,1/27/18,10899,11574,10773,11554
BTC,1/26/18,11241,11609,10321,10899
BTC,1/25/18,11213,11711,10889,11246
BTC,1/24/18,10986,11474,10497,11208
BTC,1/23/18,10264,11358,9972,10984
BTC,1/22/18,11348,11869,10051,10264
BTC,1/21/18,12904,12947,11096,11348
BTC,1/20/18,11343,13007,11245,12904
BTC,1/19/18,11551,11955,10989,11296
BTC,1/18/18,11378,12045,10664,11541
BTC,1/17/18,10617,11751,9200,11378
BTC,1/16/18,13919,13919,10352,10617
BTC,1/15/18,13378,14308,13378,13919
BTC,1/14/18,14173,14353,13052,13394
BTC,1/13/18,13744,14537,13599,14167
BTC,01/12/2018,13445,14095,12879,13695
BTC,01/11/2018,14482,14943,12846,13445
BTC,01/10/2018,14544,14694,13456,14482
BTC,01/09/2018,14915,15360,14170,14548
BTC,01/08/2018,16183,16466,13958,14901
BTC,01/07/2018,16849,17212,15770,16183
BTC,01/06/2018,16765,17118,16255,16849
BTC,01/05/2018,14921,16909,14817,16828
BTC,01/04/2018,15057,15395,14225,14921
BTC,01/03/2018,14770,15394,14589,15057
BTC,01/02/2018,13535,15217,12956,14770
BTC,01/01/2018,13996,14035,12860,13535
BTC,12/31/20,28898,29298,27989,28966
BTC,12/30/20,26870,28980,26870,28896
BTC,12/29/20,26606,27164,25926,26870
BTC,12/28/20,26303,27404,26136,26634
BTC,12/27/20,26666,28326,25824,26303
BTC,12/26/20,24409,26753,24379,26648
BTC,12/25/20,23399,24657,23379,24409
BTC,12/24/20,23295,23546,22689,23384
BTC,12/23/20,23434,24085,22863,23299
BTC,12/22/20,23138,23598,22385,23434
BTC,12/21/20,23406,24094,22080,23146
BTC,12/20/20,23988,24244,23117,23494
BTC,12/19/20,22898,24128,22805,24004
BTC,12/18/20,22775,23278,22398,22911
BTC,12/17/20,21200,23685,21200,22767
BTC,12/16/20,19431,21275,19319,21240
BTC,12/15/20,19199,19561,19086,19431
BTC,12/14/20,19182,19314,18996,19201
BTC,12/13/20,18800,19414,18734,19182
BTC,12/12/2020,18106,18837,18033,18794
BTC,12/11/2020,18351,18396,17604,18106
BTC,12/10/2020,18550,18650,17938,18352
BTC,12/09/2020,18776,18823,17653,18550
BTC,12/08/2020,19087,19302,18632,18784
BTC,12/07/2020,19249,19429,18924,19087
BTC,12/06/2020,19019,19339,18895,19246
BTC,12/05/2020,18828,19186,18512,19019
BTC,12/04/2020,19465,19550,18735,18833
BTC,12/03/2020,19160,19618,18920,19465
BTC,12/02/2020,19089,19337,18362,19161
BTC,12/01/2020,19380,19928,18229,19089
BTC,11/30/20,18267,19835,18094,19376
BTC,11/29/20,17765,18330,17556,18267
BTC,11/28/20,17037,17891,16895,17764
BTC,11/27/20,17122,17463,16508,17037
BTC,11/26/20,18859,18924,16311,17122
BTC,11/25/20,18938,19495,18649,18846
BTC,11/24/20,18419,19414,18120,18938
BTC,11/23/20,18585,18759,18012,18426
BTC,11/22/20,18635,18733,17666,18585
BTC,11/21/20,18586,18964,18443,18638
BTC,11/20/20,17939,18809,17732,18586
BTC,11/19/20,17781,18163,17377,17939
BTC,11/18/20,17633,18467,17318,17781
BTC,11/17/20,16717,17837,16569,17627
BTC,11/16/20,15859,16885,15795,16717
BTC,11/15/20,15996,16149,15824,15865
BTC,11/14/20,16287,16362,15738,15997
BTC,11/13/20,16155,16486,15984,16287
BTC,11/12/2020,15799,16204,15499,16150
BTC,11/11/2020,15393,15959,15293,15799
BTC,11/10/2020,15392,15470,15092,15393
BTC,11/09/2020,15333,15845,14866,15392
BTC,11/08/2020,14846,15652,14692,15347
BTC,11/07/2020,15549,15760,14428,14846
BTC,11/06/2020,15244,15937,15206,15561
BTC,11/05/2020,14005,15291,14005,15244
BTC,11/04/2020,13733,14240,13556,14002
BTC,11/03/2020,13619,13798,13308,13733
BTC,11/02/2020,13816,13837,13243,13622
BTC,11/01/2020,13847,13894,13645,13816
BTC,10/31/20,13644,14047,13440,13841
BTC,10/30/20,13484,13673,13146,13644
BTC,10/29/20,13208,13641,12990,13482
BTC,10/28/20,13619,13847,12925,13208
BTC,10/27/20,13025,13754,13000,13632
BTC,10/26/20,13038,13242,12810,13025
BTC,10/25/20,13103,13339,12911,13040
BTC,10/24/20,12941,13161,12887,13103
BTC,10/23/20,13128,13197,12746,12941
BTC,10/22/20,12856,13216,12706,13128
BTC,10/21/20,11904,12905,11889,12853
BTC,10/20/20,11732,12044,11693,11904
BTC,10/19/20,11447,11811,11419,11732
BTC,10/18/20,11357,11500,11345,11447
BTC,10/17/20,11319,11406,11283,11356
BTC,10/16/20,11558,11558,11231,11314
BTC,10/15/20,11398,11593,11288,11544
BTC,10/14/20,11437,11546,11306,11396
BTC,10/13/20,11564,11719,11322,11437
BTC,10/12/2020,11342,11599,11225,11564
BTC,10/11/2020,11371,11436,11277,11350
BTC,10/10/2020,11041,11464,11029,11371
BTC,10/09/2020,10894,11099,10848,11042
BTC,10/08/2020,10662,10945,10558,10894
BTC,10/07/2020,10557,10678,10546,10660
BTC,10/06/2020,10740,10797,10544,10557
BTC,10/05/2020,10652,10754,10635,10741
BTC,10/04/2020,10580,10700,10536,10652
BTC,10/03/2020,10540,10607,10475,10580
BTC,10/02/2020,10613,10668,10401,10540
BTC,10/01/2020,10707,10920,10471,10613
BTC,9/30/20,10761,10865,10675,10711
BTC,9/29/20,10871,10892,10647,10761
BTC,9/28/20,10727,10948,10712,10871
BTC,9/27/20,10721,10802,10609,10727
BTC,9/26/20,10713,10798,10661,10720
BTC,9/25/20,10624,10772,10576,10713
BTC,9/24/20,10216,10705,10204,10637
BTC,9/23/20,10521,10579,10144,10216
BTC,9/22/20,10479,10539,10379,10520
BTC,9/21/20,10858,10988,10323,10479
BTC,9/20/20,11093,11093,10782,10861
BTC,9/19/20,10900,11164,10892,11093
BTC,9/18/20,10938,11040,10833,10900
BTC,9/17/20,11000,11058,10765,10938
BTC,9/16/20,10870,11101,10681,11000
BTC,9/15/20,10697,10944,10634,10870
BTC,9/14/20,10324,10752,10262,10694
BTC,9/13/20,10446,10586,10231,10324
BTC,09/12/2020,10329,10485,10289,10447
BTC,09/11/2020,10308,10384,10222,10329
BTC,09/10/2020,10265,10476,10187,10307
BTC,09/09/2020,10027,10351,9891,10265
BTC,09/08/2020,10142,10437,9953,10030
BTC,09/07/2020,10243,10354,9893,10142
BTC,09/06/2020,10112,10308,9970,10242
BTC,09/05/2020,10610,10639,9905,10112
BTC,09/04/2020,10793,10812,10042,10610
BTC,09/03/2020,11372,11461,10558,10794
BTC,09/02/2020,12023,12051,11223,11372
BTC,09/01/2020,11685,12062,11561,12023
BTC,8/31/20,11643,11785,11580,11683
BTC,8/30/20,11528,11694,11477,11643
BTC,8/29/20,11500,11591,11448,11528
BTC,8/28/20,11271,11553,11258,11500
BTC,8/27/20,11499,11573,11152,11272
BTC,8/26/20,11275,11542,11270,11499
BTC,8/25/20,11743,11792,11150,11272
BTC,8/24/20,11674,11832,11609,11743
BTC,8/23/20,11616,11724,11537,11680
BTC,8/22/20,11625,11658,11395,11616
BTC,8/21/20,11871,11899,11624,11634
BTC,8/20/20,11733,11896,11697,11871
BTC,8/19/20,12035,12103,11630,11728
BTC,8/18/20,12331,12413,11875,12035
BTC,8/17/20,11857,12466,11779,12329
BTC,8/16/20,11876,11981,11716,11857
BTC,8/15/20,11777,11987,11731,11876
BTC,8/14/20,11621,11864,11621,11777
BTC,8/13/20,11575,11655,11291,11640
BTC,08/12/2020,11239,11624,11151,11573
BTC,08/11/2020,11871,11940,11159,11239
BTC,08/10/2020,11681,12070,11557,11866
BTC,08/09/2020,11715,11803,11542,11681
BTC,08/08/2020,11581,11812,11549,11715
BTC,08/07/2020,11854,11920,11370,11581
BTC,08/06/2020,11692,11917,11590,11854
BTC,08/05/2020,11216,11724,11117,11692
BTC,08/04/2020,11387,11421,11068,11213
BTC,08/03/2020,11097,11479,10986,11387
BTC,08/02/2020,11835,12097,10711,11102
BTC,08/01/2020,11359,11874,11245,11835
BTC,7/31/20,11152,11462,10981,11359
BTC,7/30/20,11219,11335,10871,11155
BTC,7/29/20,10982,11290,10855,11230
BTC,7/28/20,10889,11387,10595,10982
BTC,7/27/20,9893,10906,9882,10862
BTC,7/26/20,9729,10128,9670,9893
BTC,7/25/20,9629,9742,9538,9734
BTC,7/24/20,9594,9634,9482,9629
BTC,7/23/20,9380,9674,9376,9594
BTC,7/22/20,9382,9402,9305,9380
BTC,7/21/20,9178,9440,9155,9382
BTC,7/20/20,9176,9225,9149,9178
BTC,7/19/20,9185,9192,9119,9176
BTC,7/18/20,9159,9208,9131,9185
BTC,7/17/20,9104,9185,8608,9159
BTC,7/16/20,9216,9231,9051,9103
BTC,7/15/20,9272,9277,9170,9216
BTC,7/14/20,9256,9278,9135,9272
BTC,7/13/20,9239,9332,9210,9256
BTC,07/12/2020,9224,9345,9176,9240
BTC,07/11/2020,9237,9313,9190,9224
BTC,07/10/2020,9244,9260,9133,9237
BTC,07/09/2020,9435,9473,9197,9244
BTC,07/08/2020,9258,9462,9239,9435
BTC,07/07/2020,9279,9372,9220,9258
BTC,07/06/2020,9022,9353,8938,9280
BTC,07/05/2020,9131,9149,9012,9022
BTC,07/04/2020,9097,9188,9054,9132
BTC,07/03/2020,9087,9147,9066,9097
BTC,07/02/2020,9243,9266,8963,9087
BTC,07/01/2020,9150,9300,9102,9243
BTC,6/30/20,9179,9231,9069,9150
BTC,6/29/20,9111,9192,9034,9178
BTC,6/28/20,8957,9189,8945,9111
BTC,6/27/20,9201,9212,8859,8957
BTC,6/26/20,9277,9333,9053,9201
BTC,6/25/20,9296,9320,9018,9278
BTC,6/24/20,9635,9669,9216,9296
BTC,6/23/20,9640,9752,9579,9644
BTC,6/22/20,9313,9655,9278,9640
BTC,6/21/20,9319,9405,9301,9313
BTC,6/20/20,9317,9347,9211,9319
BTC,6/19/20,9349,9417,9237,9316
BTC,6/18/20,9373,9476,9318,9349
BTC,6/17/20,9499,9553,9255,9379
BTC,6/16/20,9483,9594,9383,9499
BTC,6/15/20,9384,9484,8927,9484
BTC,6/14/20,9408,9478,9336,9384
BTC,6/13/20,9457,9492,9366,9407
BTC,06/12/2020,9343,9558,9245,9457
BTC,06/11/2020,9870,9959,9198,9338
BTC,06/10/2020,9757,9975,9717,9870
BTC,06/09/2020,9709,9855,9630,9758
BTC,06/08/2020,9731,9796,9663,9709
BTC,06/07/2020,9708,9793,9409,9707
BTC,06/06/2020,9715,9734,9550,9708
BTC,06/05/2020,9786,9854,9622,9715
BTC,06/04/2020,9586,9870,9477,9786
BTC,06/03/2020,9529,9637,9434,9585
BTC,06/02/2020,9671,10339,9364,9529
BTC,06/01/2020,9504,9691,9400,9691
BTC,5/31/20,9439,9728,9437,9504
BTC,5/30/20,9417,9594,9337,9439
BTC,5/29/20,9451,9614,9348,9417
BTC,5/28/20,9165,9518,9062,9453
BTC,5/27/20,8867,9216,8810,9163
BTC,5/26/20,8917,9005,8723,8867
BTC,5/25/20,9006,9080,8679,8917
BTC,5/24/20,9235,9300,8861,9006
BTC,5/23/20,9191,9308,9100,9235
BTC,5/22/20,9075,9263,8946,9191
BTC,5/21/20,9592,9594,8819,9075
BTC,5/20/20,9698,9832,9380,9592
BTC,5/19/20,9684,9882,9478,9698
BTC,5/18/20,9741,9924,9509,9684
BTC,5/17/20,9378,9867,9337,9741
BTC,5/16/20,9225,9576,9212,9385
BTC,5/15/20,9656,9847,9177,9225
BTC,5/14/20,9312,9936,9281,9655
BTC,5/13/20,8831,9331,8751,9312
BTC,05/12/2020,8636,8976,8495,8832
BTC,05/11/2020,8693,9142,8239,8636
BTC,05/10/2020,9666,9685,8222,8700
BTC,05/09/2020,9994,10017,9557,9666
BTC,05/08/2020,9788,10045,9742,9994
BTC,05/07/2020,9251,9959,9088,9774
BTC,05/06/2020,8960,9379,8924,9251
BTC,05/05/2020,8930,9113,8782,8969
BTC,05/04/2020,8853,8952,8549,8930
BTC,05/03/2020,8946,9216,8740,8861
BTC,05/02/2020,8741,9027,8729,8946
BTC,05/01/2020,8838,9070,8610,8741
BTC,4/30/20,8918,9448,8446,8830
BTC,4/29/20,7745,8970,7724,8918
BTC,4/28/20,7712,7789,7669,7744
BTC,4/27/20,7603,7750,7603,7708
BTC,4/26/20,7600,7700,7535,7603
BTC,4/25/20,7503,7602,7499,7600
BTC,4/24/20,7557,7609,7416,7531
BTC,4/23/20,7138,7690,7042,7536
BTC,4/22/20,6857,7164,6856,7115
BTC,4/21/20,6897,6906,6779,6891
BTC,4/20/20,7151,7222,6851,6866
BTC,4/19/20,7223,7250,7070,7152
BTC,4/18/20,7087,7279,7068,7223
BTC,4/17/20,7046,7136,7009,7062
BTC,4/16/20,6756,7145,6635,7046
BTC,4/15/20,6872,6935,6696,6756
BTC,4/14/20,6763,6983,6763,6872
BTC,4/13/20,7143,7143,6628,6827
BTC,04/12/2020,6814,7196,6795,7143
BTC,04/11/2020,6910,6949,6796,6814
BTC,04/10/2020,7315,7315,6766,6919
BTC,04/09/2020,7341,7364,7119,7302
BTC,04/08/2020,7360,7419,7218,7327
BTC,04/07/2020,7298,7459,7082,7118
BTC,04/06/2020,6762,7306,6731,7298
BTC,04/05/2020,6854,6892,6691,6762
BTC,04/04/2020,6704,6968,6681,6854
BTC,04/03/2020,6833,7043,6631,6710
BTC,04/02/2020,6357,7219,6357,6833
BTC,04/01/2020,6482,6498,6169,6362
BTC,3/31/20,6478,6575,6350,6482
BTC,3/30/20,5955,6497,5867,6472
BTC,3/29/20,6263,6274,5881,5954
BTC,3/28/20,6681,6703,6045,6263
BTC,3/27/20,6739,6842,6588,6679
BTC,3/26/20,6598,6772,6550,6739
BTC,3/25/20,6751,6967,6489,6597
BTC,3/24/20,6413,6831,6377,6751
BTC,3/23/20,5934,6614,5730,6408
BTC,3/22/20,6336,6450,5812,5934
BTC,3/21/20,5964,6376,5897,6343
BTC,3/20/20,6241,6891,5690,5968
BTC,3/19/20,5339,6365,5267,6241
BTC,3/18/20,5474,5524,5031,5338
BTC,3/17/20,4904,5502,4882,5474
BTC,3/16/20,5188,5959,4461,4904
